Count,RetMax,RetStart,IdList,TranslationSet,TranslationStack,QueryTranslation,ErrorList,WarningList,name
1,1,0,['220341'],[],"[{'Term': 'Salmonella enterica subsp. enterica serovar Typhi str. CT18[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Salmonella enterica subsp. enterica serovar Typhi str. CT18[All Names],,,Salmonella enterica subsp. enterica serovar Typhi str. CT18
1,1,0,['1806'],[],"[{'Term': 'Mycobacterium tuberculosis variant microti[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycobacterium tuberculosis variant microti[All Names],,,Mycobacterium tuberculosis variant microti
1,1,0,['729'],[],"[{'Term': 'Haemophilus parainfluenzae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Haemophilus parainfluenzae[All Names],,,Haemophilus parainfluenzae
1,1,0,['576'],[],"[{'Term': 'Klebsiella sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Klebsiella sp.[All Names],,,Klebsiella sp.
1,1,0,['80866'],[],"[{'Term': 'Delftia acidovorans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Delftia acidovorans[All Names],,,Delftia acidovorans
1,1,0,['29382'],[],"[{'Term': 'Staphylococcus cohnii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Staphylococcus cohnii[All Names],,,Staphylococcus cohnii
1,1,0,['1292'],[],"[{'Term': 'Staphylococcus warneri[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Staphylococcus warneri[All Names],,,Staphylococcus warneri
1,1,0,['1911'],[],"[{'Term': 'streptomyces griseus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",streptomyces griseus[All Names],,,Streptomyces griseus
1,1,0,['1765'],[],"[{'Term': 'Mycobacterium tuberculosis variant bovis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycobacterium tuberculosis variant bovis[All Names],,,Mycobacterium tuberculosis variant bovis
1,1,0,['40216'],[],"[{'Term': 'Acinetobacter radioresistens[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Acinetobacter radioresistens[All Names],,,Acinetobacter radioresistens
1,1,0,['1304'],[],"[{'Term': 'Streptococcus salivarius[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Streptococcus salivarius[All Names],,,Streptococcus salivarius
1,1,0,['759'],[],"[{'Term': 'Pasteurella sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Pasteurella sp.[All Names],,,Pasteurella sp.
1,1,0,['1718'],[],"[{'Term': 'Corynebacterium glutamicum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Corynebacterium glutamicum[All Names],,,Corynebacterium glutamicum
1,1,0,['42858'],[],"[{'Term': 'Mammaliicoccus lentus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mammaliicoccus lentus[All Names],,,Mammaliicoccus lentus
1,1,0,['1288'],[],"[{'Term': 'Staphylococcus xylosus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Staphylococcus xylosus[All Names],,,Staphylococcus xylosus
1,1,0,['158836'],[],"[{'Term': 'Enterobacter hormaechei[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Enterobacter hormaechei[All Names],,,Enterobacter hormaechei
1,1,0,['35703'],[],"[{'Term': 'Citrobacter amalonaticus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Citrobacter amalonaticus[All Names],,,Citrobacter amalonaticus
1,1,0,['57975'],[],"[{'Term': 'Burkholderia thailandensis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Burkholderia thailandensis[All Names],,,Burkholderia thailandensis
1,1,0,['1402'],[],"[{'Term': 'Bacillus licheniformis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bacillus licheniformis[All Names],,,Bacillus licheniformis
1,1,0,['1393'],[],"[{'Term': 'Brevibacillus brevis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Brevibacillus brevis[All Names],,,Brevibacillus brevis
0,0,0,[],[],,(Serratia sp.[All Names]),"{'FieldNotFound': [], 'PhraseNotFound': ['Serratia', 'sp.']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",Serratia sp.
1,1,0,['57045'],[],"[{'Term': 'Salmonella enterica subsp. enterica serovar Paratyphi B[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Salmonella enterica subsp. enterica serovar Paratyphi B[All Names],,,Salmonella enterica subsp. enterica serovar Paratyphi B
1,1,0,['599'],[],"[{'Term': 'Salmonella sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Salmonella sp.[All Names],,,Salmonella sp.
1,1,0,['1888'],[],"[{'Term': 'Streptomyces albus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Streptomyces albus[All Names],,,Streptomyces albus
1,1,0,['1269'],[],"[{'Term': 'Micrococcus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Micrococcus[All Names],,,Micrococcus
1,1,0,['10298'],[],"[{'Term': 'Human alphaherpesvirus 1[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Human alphaherpesvirus 1[All Names],,,Human alphaherpesvirus 1
1,1,0,['1467'],[],"[{'Term': 'Lederbergia lenta[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Lederbergia lenta[All Names],,,Lederbergia lenta
1,1,0,['702'],[],"[{'Term': 'Plesiomonas[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Plesiomonas[All Names],,,Plesiomonas
1,1,0,['177416'],[],"[{'Term': 'Francisella tularensis subsp. tularensis SCHU S4[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Francisella tularensis subsp. tularensis SCHU S4[All Names],,,Francisella tularensis subsp. tularensis SCHU S4
1,1,0,['575'],[],"[{'Term': 'Raoultella planticola[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Raoultella planticola[All Names],,,Raoultella planticola
1,1,0,['29430'],[],"[{'Term': 'Acinetobacter haemolyticus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Acinetobacter haemolyticus[All Names],,,Acinetobacter haemolyticus
1,1,0,['5811'],[],"[{'Term': 'toxoplasma gondii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",toxoplasma gondii[All Names],,,Toxoplasma gondii
1,1,0,['9544'],[],"[{'Term': 'macaca mulatta[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",macaca mulatta[All Names],,,Macaca mulatta
1,1,0,['72000'],[],"[{'Term': 'Kocuria rhizophila[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Kocuria rhizophila[All Names],,,Kocuria rhizophila
1,1,0,['31285'],[],"[{'Term': 'trypanosoma brucei gambiense[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",trypanosoma brucei gambiense[All Names],,,Trypanosoma brucei gambiense
1,1,0,['87883'],[],"[{'Term': 'Burkholderia multivorans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Burkholderia multivorans[All Names],,,Burkholderia multivorans
1,1,0,['28131'],[],"[{'Term': 'prevotella intermedia[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",prevotella intermedia[All Names],,,Prevotella intermedia
1,1,0,['263'],[],"[{'Term': 'francisella tularensis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",francisella tularensis[All Names],,,Francisella tularensis
1,1,0,['1833'],[],"[{'Term': 'Rhodococcus erythropolis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Rhodococcus erythropolis[All Names],,,Rhodococcus erythropolis
1,1,0,['29460'],[],"[{'Term': 'Brucella neotomae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Brucella neotomae[All Names],,,Brucella neotomae
1,1,0,['37162'],[],"[{'Term': 'Mycobacterium avium complex sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycobacterium avium complex sp.[All Names],,,Mycobacterium avium complex sp.
1,1,0,['5005'],[],"[{'Term': 'Sporobolomyces salmonicolor[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Sporobolomyces salmonicolor[All Names],,,Sporobolomyces salmonicolor
1,1,0,['37734'],[],"[{'Term': 'Enterococcus casseliflavus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Enterococcus casseliflavus[All Names],,,Enterococcus casseliflavus
1,1,0,['1281'],[],"[{'Term': 'Staphylococcus carnosus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Staphylococcus carnosus[All Names],,,Staphylococcus carnosus
1,1,0,['837'],[],"[{'Term': 'porphyromonas gingivalis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",porphyromonas gingivalis[All Names],,,Porphyromonas gingivalis
1,1,0,['229037'],[],"[{'Term': 'Proteus sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Proteus sp.[All Names],,,Proteus sp.
1,1,0,['1520'],[],"[{'Term': 'Clostridium beijerinckii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Clostridium beijerinckii[All Names],,,Clostridium beijerinckii
1,1,0,['1491'],[],"[{'Term': 'clostridium botulinum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",clostridium botulinum[All Names],,,Clostridium botulinum
1,1,0,['86664'],[],"[{'Term': 'Bacillus flexus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bacillus flexus[All Names],,,Bacillus flexus
1,1,0,['148305'],[],"[{'Term': 'Pyricularia grisea[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Pyricularia grisea[All Names],,,Pyricularia grisea
1,1,0,['2052682'],[],"[{'Term': 'Globisporangium ultimum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Globisporangium ultimum[All Names],,,Globisporangium ultimum
1,1,0,['1781'],[],"[{'Term': 'mycobacterium marinum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",mycobacterium marinum[All Names],,,Mycobacterium marinum
1,1,0,['1778'],[],"[{'Term': 'mycobacterium gordonae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",mycobacterium gordonae[All Names],,,Mycobacterium gordonae
1,1,0,['33892'],[],"[{'Term': 'Mycobacterium tuberculosis variant bovis BCG[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycobacterium tuberculosis variant bovis BCG[All Names],,,Mycobacterium tuberculosis variant bovis BCG
1,1,0,['9557'],[],"[{'Term': 'Papio hamadryas[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Papio hamadryas[All Names],,,Papio hamadryas
1,1,0,['1789'],[],"[{'Term': 'mycobacterium xenopi[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",mycobacterium xenopi[All Names],,,Mycobacterium xenopi
1,1,0,['1809'],[],"[{'Term': 'mycobacterium ulcerans[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",mycobacterium ulcerans[All Names],,,Mycobacterium ulcerans
1,1,0,['1801'],[],"[{'Term': 'Mycolicibacterium diernhoferi[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycolicibacterium diernhoferi[All Names],,,Mycolicibacterium diernhoferi
1,1,0,['10036'],[],"[{'Term': 'Mesocricetus auratus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mesocricetus auratus[All Names],,,Mesocricetus auratus
1,1,0,['6660'],[],"[{'Term': 'Artemia[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Artemia[All Names],,,Artemia
1,1,0,['625'],[],"[{'Term': 'Shigella sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Shigella sp.[All Names],,,Shigella sp.
1,1,0,['1667'],[],"[{'Term': 'Arthrobacter sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Arthrobacter sp.[All Names],,,Arthrobacter sp.
1,1,0,['1783'],[],"[{'Term': 'mycobacterium scrofulaceum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",mycobacterium scrofulaceum[All Names],,,Mycobacterium scrofulaceum
1,1,0,['1787'],[],"[{'Term': 'mycobacterium szulgai[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",mycobacterium szulgai[All Names],,,Mycobacterium szulgai
0,0,0,[],[],,(Mycobacterium smegmatis[All Names]),"{'FieldNotFound': [], 'PhraseNotFound': ['Mycobacterium smegmatis[All Names]']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",Mycobacterium smegmatis
1,1,0,['1788'],[],"[{'Term': 'Mycolicibacter terrae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycolicibacter terrae[All Names],,,Mycolicibacter terrae
0,0,0,[],[],,Mycobacterium smegmatis[All Names] AND (strain ATCC 700084/mc[All Names] AND (2[All Names]) AND 155[All Names]),"{'FieldNotFound': [], 'PhraseNotFound': ['Mycobacterium smegmatis[All Names]', 'strain', 'ATCC', '700084', 'mc', '2', '155']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",Mycobacterium smegmatis (strain ATCC 700084 / mc(2)155)
1,1,0,['83332'],[],"[{'Term': 'Mycobacterium tuberculosis H37Rv[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Mycobacterium tuberculosis H37Rv[All Names],,,Mycobacterium tuberculosis H37Rv
1,1,0,['1891767'],[],"[{'Term': 'simian virus 40[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",simian virus 40[All Names],,,Simian virus 40
1,1,0,['36329'],[],"[{'Term': 'Plasmodium falciparum 3D7[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Plasmodium falciparum 3D7[All Names],,,Plasmodium falciparum 3D7
1,1,0,['3559'],[],"[{'Term': 'chenopodium album[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",chenopodium album[All Names],,,Chenopodium album
1,1,0,['108380'],[],"[{'Term': 'Sida spinosa[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Sida spinosa[All Names],,,Sida spinosa
1,1,0,['346985'],[],"[{'Term': 'Senna obtusifolia[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Senna obtusifolia[All Names],,,Senna obtusifolia
1,1,0,['4119'],[],"[{'Term': 'Ipomoea[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Ipomoea[All Names],,,Ipomoea
1,1,0,['4560'],[],"[{'Term': 'Sorghum halepense[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Sorghum halepense[All Names],,,Sorghum halepense
1,1,0,['4558'],[],"[{'Term': 'Sorghum bicolor[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Sorghum bicolor[All Names],,,Sorghum bicolor
1,1,0,['29659'],[],"[{'Term': 'Poa nemoralis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Poa nemoralis[All Names],,,Poa nemoralis
1,1,0,['4212'],[],"[{'Term': 'Ambrosia artemisiifolia[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Ambrosia artemisiifolia[All Names],,,Ambrosia artemisiifolia
1,1,0,['65948'],[],"[{'Term': 'nasturtium officinale[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",nasturtium officinale[All Names],,,Nasturtium officinale
1,1,0,['4076'],[],"[{'Term': 'datura stramonium[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",datura stramonium[All Names],,,Datura stramonium
1,1,0,['358'],[],"[{'Term': 'agrobacterium tumefaciens[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",agrobacterium tumefaciens[All Names],,,Agrobacterium tumefaciens
1,1,0,['554'],[],"[{'Term': 'Pectobacterium carotovorum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Pectobacterium carotovorum[All Names],,,Pectobacterium carotovorum
1,1,0,['2035'],[],"[{'Term': 'Curtobacterium flaccumfaciens[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Curtobacterium flaccumfaciens[All Names],,,Curtobacterium flaccumfaciens
1,1,0,['27357'],[],"[{'Term': 'Colletotrichum acutatum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Colletotrichum acutatum[All Names],,,Colletotrichum acutatum
1,1,0,['7957'],[],"[{'Term': 'carassius auratus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",carassius auratus[All Names],,,Carassius auratus
1,1,0,['5759'],[],"[{'Term': 'entamoeba histolytica[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",entamoeba histolytica[All Names],,,Entamoeba histolytica
0,0,0,[],[],"[{'Term': 'influenza a virus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, {'Term': 'H1N1[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'AND']",influenza a virus[All Names] AND H1N1[All Names],"{'FieldNotFound': [], 'PhraseNotFound': ['strain', 'A', 'USSR', '90', '1977']}",,Influenza A virus (strain A/USSR/90/1977 H1N1)
1,1,0,['10026'],[],"[{'Term': 'Cricetinae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Cricetinae[All Names],,,Cricetinae
1,1,0,['37124'],[],"[{'Term': 'chikungunya virus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",chikungunya virus[All Names],,,Chikungunya virus
0,0,0,[],[],,Influenza A virus[All Names] AND (A/Puerto Rico/8/1934[All Names] AND (H1N1[All Names])),"{'FieldNotFound': [], 'PhraseNotFound': ['A', 'Puerto', 'Rico', '8', '1934']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",Influenza A virus (A/Puerto Rico/8/1934(H1N1))
0,0,0,[],[],,Pseudomonas aeruginosa[All Names] AND (strain ATCC 15692/DSM 22644/CIP 104116/JCM14847/LMG 12228/1C/PRS 101/PAO1[All Names]),"{'FieldNotFound': [], 'PhraseNotFound': ['strain', 'ATCC', '15692', 'DSM', '22644', 'CIP', '104116', 'JCM14847', 'LMG', '12228', '1C', 'PRS', '101', 'PAO1']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",Pseudomonas aeruginosa (strain ATCC 15692 / DSM 22644 / CIP 104116 / JCM14847 / LMG 12228 / 1C / PRS 101 / PAO1)
1,1,0,['64320'],[],"[{'Term': 'Zika virus[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Zika virus[All Names],,,Zika virus
1,1,0,['3052230'],[],"[{'Term': 'Hepacivirus hominis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Hepacivirus hominis[All Names],,,Hepacivirus hominis
1,1,0,['1681'],[],"[{'Term': 'Bifidobacterium bifidum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bifidobacterium bifidum[All Names],,,Bifidobacterium bifidum
1,1,0,['1685'],[],"[{'Term': 'Bifidobacterium breve[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bifidobacterium breve[All Names],,,Bifidobacterium breve
1,1,0,['216816'],[],"[{'Term': 'Bifidobacterium longum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bifidobacterium longum[All Names],,,Bifidobacterium longum
1,1,0,['33905'],[],"[{'Term': 'Bifidobacterium thermophilum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bifidobacterium thermophilum[All Names],,,Bifidobacterium thermophilum
1,1,0,['1902'],[],"[{'Term': 'Streptomyces coelicolor[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Streptomyces coelicolor[All Names],,,Streptomyces coelicolor
1,1,0,['5272'],[],"[{'Term': 'Microbotryum violaceum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Microbotryum violaceum[All Names],,,Microbotryum violaceum
1,1,0,['556'],[],"[{'Term': 'Dickeya chrysanthemi[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Dickeya chrysanthemi[All Names],,,Dickeya chrysanthemi
1,1,0,['132473'],[],"[{'Term': 'Streptomyces alboniger[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Streptomyces alboniger[All Names],,,Streptomyces alboniger
1,1,0,['42234'],[],"[{'Term': 'Streptomyces acidiscabies[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Streptomyces acidiscabies[All Names],,,Streptomyces acidiscabies
1,1,0,['1930'],[],"[{'Term': 'Streptomyces scabiei[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Streptomyces scabiei[All Names],,,Streptomyces scabiei
1,1,0,['1353'],[],"[{'Term': 'Enterococcus gallinarum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Enterococcus gallinarum[All Names],,,Enterococcus gallinarum
1,1,0,['68766'],[],"[{'Term': 'Fusobacterium sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fusobacterium sp.[All Names],,,Fusobacterium sp.
1,1,0,['28126'],[],"[{'Term': 'Prevotella buccae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Prevotella buccae[All Names],,,Prevotella buccae
1,1,0,['28128'],[],"[{'Term': 'Prevotella corporis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Prevotella corporis[All Names],,,Prevotella corporis
1,1,0,['28134'],[],"[{'Term': 'Hoylesella oralis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Hoylesella oralis[All Names],,,Hoylesella oralis
1,1,0,['29317'],[],"[{'Term': 'Actinomyces sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Actinomyces sp.[All Names],,,Actinomyces sp.
1,1,0,['301447'],[],"[{'Term': 'Streptococcus pyogenes serotype M1[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Streptococcus pyogenes serotype M1[All Names],,,Streptococcus pyogenes serotype M1
1,1,0,['1262'],[],"[{'Term': 'Peptostreptococcus sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Peptostreptococcus sp.[All Names],,,Peptostreptococcus sp.
1,1,0,['34078'],[],"[{'Term': 'Scytonema hofmannii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Scytonema hofmannii[All Names],,,Scytonema hofmannii
1,1,0,['1406'],[],"[{'Term': 'Paenibacillus polymyxa[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Paenibacillus polymyxa[All Names],,,Paenibacillus polymyxa
1,1,0,['820'],[],"[{'Term': 'Bacteroides uniformis[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bacteroides uniformis[All Names],,,Bacteroides uniformis
1,1,0,['47678'],[],"[{'Term': 'Bacteroides caccae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bacteroides caccae[All Names],,,Bacteroides caccae
1,1,0,['46506'],[],"[{'Term': 'Bacteroides stercoris[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bacteroides stercoris[All Names],,,Bacteroides stercoris
1,1,0,['46503'],[],"[{'Term': 'Parabacteroides merdae[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Parabacteroides merdae[All Names],,,Parabacteroides merdae
0,0,0,[],[],,Clostridium[All Names] AND innocuum[All Names],"{'FieldNotFound': [], 'PhraseNotFound': ['innocuum']}","{'PhraseIgnored': [], 'OutputMessage': ['No items found.'], 'QuotedPhraseNotFound': []}",[Clostridium] innocuum
1,1,0,['29363'],[],"[{'Term': 'Clostridium paraputrificum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Clostridium paraputrificum[All Names],,,Clostridium paraputrificum
1,1,0,['1559'],[],"[{'Term': 'Clostridium tertium[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Clostridium tertium[All Names],,,Clostridium tertium
1,1,0,['1743'],[],"[{'Term': 'Propionibacterium[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Propionibacterium[All Names],,,Propionibacterium
1,1,0,['29523'],[],"[{'Term': 'Bacteroides sp.[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Bacteroides sp.[All Names],,,Bacteroides sp.
1,1,0,['850'],[],"[{'Term': 'Fusobacterium mortiferum[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Fusobacterium mortiferum[All Names],,,Fusobacterium mortiferum
1,1,0,['28123'],[],"[{'Term': 'Porphyromonas asaccharolytica[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Porphyromonas asaccharolytica[All Names],,,Porphyromonas asaccharolytica
1,1,0,['1659'],[],"[{'Term': 'Actinomyces israelii[All Names]', 'Field': 'All Names', 'Count': '1', 'Explode': 'N'}, 'GROUP']",Actinomyces israelii[All Names],,,Actinomyces israelii
